1.14468,1.14468,56.5217391304096,1,0
1.14468,1.14455,31.24999999998554,2,0
1.14448,1.14445,8.433734939735185,70,0
1.14441,1.1443,14.58333333333863,3,0
1.14435,1.1442,9.016393442627427,116,0
1.14419,1.1441,3.649635036503212,78,0
1.14419,1.144,3.401360544224161,115,0
1.14419,1.1439,3.184713375802304,174,0
1.14419,1.1438,2.994011976053716,235,1
1.14437,1.14461,88.38709677418865,71,0
1.14464,1.1445,80.22598870057396,118,0
1.14462,1.1444,61.4379084967269,101,0
1.14441,1.1443,14.15929203539458,37,0
1.14428,1.1442,3.333333333336418,53,0
1.14417,1.14409,0.6896551724182287,29,0
1.14405,1.14398,8.536585365830213,15,0
1.14394,1.14388,16.27906976742205,28,0
1.14394,1.14378,14.5833333333155,49,0
1.1437,1.14367,1.904761904753647,7,0
1.1437,1.14356,1.724137931026892,20,0
1.1437,1.14346,1.587301587294594,58,1
1.14388,1.14427,71.55963302751509,112,0
1.14426,1.14417,70.63492063491785,94,0
1.14417,1.14406,70.39473684211085,37,1
1.14472,1.14486,94.04255319148832,104,0
1.14472,1.14476,85.77235772357503,211,0
1.14472,1.14465,81.3008130081259,249,0
1.14472,1.14455,77.23577235772005,272,0
1.14472,1.14444,72.76422764227092,329,0
1.14472,1.14434,68.69918699186508,345,0
1.14472,1.14424,64.63414634145923,351,1
1.1447,1.14504,65.36964980544472,147,0
1.1447,1.14493,60.38461538461108,176,0
1.1447,1.14483,56.53846153845756,190,0
1.1447,1.14473,52.69230769230404,203,0
1.1449,1.14462,64.54183266931746,232,0
1.14467,1.14452,24.0963855421661,50,0
1.14467,1.14442,22.72727272727044,66,1
1.14496,1.14522,81.81818181818284,120,1
1.14535,1.14602,93.2307692307722,373,0
1.14535,1.14592,82.53521126760867,528,0
1.14535,1.14582,79.71830985915807,532,0
1.14601,1.14571,75.09157509157774,53,1
1.14623,1.14651,92.28486646883852,470,0
1.14654,1.14641,86.20689655171859,46,1
1.14683,1.14721,75.5102040816322,214,0
1.14683,1.14711,71.38047138047213,282,0
1.14721,1.14699,77.04280155641835,30,0
1.14721,1.14688,72.76264591439319,38,0
1.14721,1.14677,68.48249027237668,122,0
1.14669,1.14667,13.21839080459609,5,0
1.14663,1.14657,1.986754966885859,17,1
1.14733,1.14737,92.39999999999581,4,0
1.14733,1.14727,87.69841269841288,33,0
1.14733,1.14717,83.73015873015981,64,0
1.14733,1.14706,79.3650793650788,100,0
1.14708,1.14696,28.68217054263886,140,0
1.14708,1.14686,26.6187050359741,192,0
1.14693,1.14676,8.433734939761937,188,0
1.14693,1.14666,7.954545454548178,273,0
1.14663,1.14656,6.278026905831026,67,0
1.14648,1.14646,8.583690987123727,3,1
1.14706,1.14726,87.43455497382156,150,0
1.14706,1.14716,81.77083333333093,191,0
1.14706,1.14706,76.56249999999855,224,0
1.14724,1.14696,47.41784037559101,176,0
1.14724,1.14686,45.04504504504784,181,0
1.14724,1.14675,42.91845493562408,243,0
1.14724,1.14665,41.15226337448759,248,0
1.14724,1.14655,39.52569169960693,253,0
1.14724,1.14645,38.02281368821527,258,0
1.14724,1.14634,36.4963503649651,264,0
1.14724,1.14624,35.21126760563556,269,0
1.14724,1.14613,33.89830508474947,328,0
1.14724,1.14603,32.78688524590534,332,0
1.14724,1.14593,31.7460317460332,336,0
1.14724,1.14583,30.76923076923235,340,0
1.14724,1.14573,29.85074626865839,344,0
1.14724,1.14563,28.98550724637858,348,0
1.14724,1.14553,28.16901408450889,352,0
1.14724,1.14543,27.39726027397452,356,0
1.14724,1.14533,26.66666666666864,360,1
1.14724,1.14614,48.94736842105159,494,1
1.14724,1.14694,70.00000000000234,629,0
1.14724,1.14684,67.36842105263422,638,0
1.14724,1.14674,64.73684210526611,645,0
1.14724,1.14664,62.10526315789799,652,0
1.14724,1.14654,59.47368421052403,659,0
1.14724,1.14643,56.57894736842321,703,0
1.14724,1.14632,53.68421052631652,711,0
1.14724,1.14622,51.05263157894841,753,0
1.14724,1.14611,48.15789473684174,759,0
1.14724,1.14601,45.52631578947362,765,0
1.14724,1.1459,42.63157894736695,771,0
1.14724,1.1458,39.99999999999883,1032,0
1.14724,1.1457,37.36842105263072,1041,0
1.14724,1.1456,34.7368421052626,1080,0
1.14724,1.1455,32.10526315789449,1087,0
1.14724,1.14539,29.21052631578781,1094,1
1.14557,1.1462,31.80212014134443,161,0
1.14557,1.1461,30.03533568904381,225,0
1.14557,1.146,28.26855123674712,333,0
1.14557,1.1459,26.50176678445042,370,0
1.14557,1.1458,24.73498233215373,406,0
1.14557,1.1457,22.96819787985704,414,1
1.14557,1.1465,37.10247349823452,669,0
1.14557,1.1464,35.33568904593783,725,0
1.14557,1.1463,33.56890459364113,734,1
1.14669,1.1471,47.31182795698935,364,0
1.14669,1.147,45.96774193548401,460,0
1.14669,1.1469,44.62365591397869,500,0
1.14669,1.1468,43.27956989247335,540,0
1.14669,1.1467,41.93548387096804,641,0
1.14669,1.1466,40.5913978494627,653,1
1.14669,1.1474,51.34408602150533,941,1
1.14741,1.14821,82.25602027883762,149,0
1.14741,1.14811,80.68181818182212,167,0
1.14741,1.14801,79.41919191919592,200,0
1.14741,1.14791,76.32552404439222,617,0
1.14837,1.14781,86.22222222222487,522,0
1.14837,1.1477,85.00000000000198,548,0
1.14837,1.14759,83.77777777778154,572,0
1.14783,1.14749,79.68421052631511,194,0
1.14783,1.14738,78.52631578947472,215,0
1.14783,1.14728,77.47368421052742,449,0
1.14733,1.14717,60.12121212121292,10,0
1.14733,1.14707,58.90909090909179,36,0
1.14737,1.14697,19.48051948052068,503,0
1.14737,1.14686,18.93939393939483,522,0
1.14679,1.14676,10.44776119403143,61,0
1.14679,1.14666,10.14492753623347,83,1
1.14727,1.14746,70.20547945205006,220,0
1.14727,1.14736,66.55290102389003,339,0
1.14727,1.14726,63.13993174061382,446,0
1.14727,1.14716,59.72696245733759,573,0
1.14727,1.14705,55.97269624573149,594,0
1.14704,1.14695,48.55072463767941,252,0
1.14704,1.14685,44.92753623188196,319,0
1.14695,1.14675,37.68115942028706,158,1
1.14719,1.14755,68.93939393939783,127,0
1.14719,1.14745,63.94052044610319,218,0
1.14719,1.14734,59.85130111524559,239,0
1.14719,1.14724,56.1338289962864,288,0
1.14706,1.14706,65.55555555555921,1,0
1.14706,1.14696,61.85185185185581,116,0
1.14706,1.14686,58.14814814815242,126,0
1.14706,1.14676,54.44444444444901,161,0
1.14706,1.14666,52.3297491039461,169,0
1.14706,1.14656,50.51903114187194,417,0
1.14706,1.14646,48.82943143813049,428,0
1.14706,1.14636,47.2491909385147,477,0
1.14706,1.14626,45.76802507837324,489,0
1.14706,1.14616,44.37689969605194,534,0
1.14706,1.14606,43.06784660767288,543,0
1.14706,1.14596,41.83381088825537,612,0
1.14706,1.14586,40.66852367688341,684,0
1.14706,1.14576,39.5663956639574,696,0
1.14706,1.14566,38.5224274406341,728,0
1.14706,1.14556,37.53213367609347,924,0
1.14569,1.14546,20.03816793893494,155,0
1.14569,1.14536,19.66292134831823,166,1
1.14559,1.14616,19.5301027900214,448,0
1.14559,1.14606,18.0616740088175,545,0
1.14606,1.14596,23.70689655173167,48,0
1.14606,1.14586,22.27011494253649,122,0
1.14606,1.14576,20.83333333333812,138,0
1.14606,1.14565,19.25287356322565,153,0
1.14606,1.14554,17.67241379311,367,0
1.14606,1.14543,16.09195402299434,381,0
1.14577,1.14532,28.69080779944368,133,0
1.14577,1.14522,27.91327913279221,229,0
1.14577,1.14512,27.17678100263949,254,0
1.14577,1.14502,26.47814910025813,260,0
1.14577,1.14492,25.81453634085326,284,0
1.14577,1.14481,25.12195121951435,290,0
1.14577,1.14471,24.52380952381039,503,1
1.14484,1.14551,36.75675675676094,495,0
1.14484,1.14541,34.05405405405872,555,1
1.14585,1.14621,93.71859296482775,255,1
1.1469,1.14701,98.81656804733832,108,1
1.14747,1.14781,92.60780287474071,361,1
1.14747,1.14861,93.65079365079129,642,0
1.14853,1.14851,89.66101694914921,27,0
1.14853,1.14841,87.96610169491217,43,0
1.14853,1.14831,86.27118644067514,57,0
1.14853,1.14821,84.57627118643811,93,0
1.14821,1.14811,73.86172006745183,27,0
1.14821,1.14801,72.17537942664262,51,0
1.14821,1.14791,70.48903878583343,238,0
1.1479,1.14781,53.39622641509335,112,0
1.1479,1.14771,51.50943396226349,198,0
1.1477,1.1476,35.29411764705802,26,0
1.1477,1.14749,33.06288032454185,47,0
1.1477,1.14739,31.03448275861929,100,0
1.14736,1.14729,15.04424778760992,19,0
1.14745,1.14717,10.79365079365182,83,0
1.14745,1.14707,10.46153846153947,127,0
1.14703,1.14697,6.711409395957552,70,0
1.14701,1.14686,26.92307692306296,77,0
1.14712,1.14676,39.31034482759075,95,0
1.14682,1.14666,26.90058479532149,160,0
1.14682,1.14656,25.41436464088371,259,0
1.14655,1.14646,8.144796380085042,18,0
1.14655,1.14636,7.792207792202549,35,0
1.14638,1.14626,14.23487544483952,54,0
1.14638,1.14616,13.74570446735364,80,0
1.14638,1.14606,13.28903654485021,194,0
